Slot,Entry Time,Exit Time
1,2023-10-04 17:00:19,2023-10-04 17:00:24
1,2023-10-04 17:00:19,2023-10-04 17:00:34
1,2023-10-04 17:00:19,2023-10-04 17:00:44
1,2023-10-04 17:00:19,2023-10-04 17:00:44
1,2023-10-04 17:00:19,2023-10-04 17:01:04
1,2023-10-04 17:00:19,2023-10-04 17:01:04
1,2023-10-04 17:01:08,2023-10-04 17:01:13
1,2023-10-04 17:00:19,2023-10-04 17:01:04
1,2023-10-04 17:01:08,2023-10-04 17:01:23
